birdName,dateTime,island,txFromDuskyId,txChannel,txDateOn,txDateOff
Motupohue,2020-07-07 13:03:00,Whenua Hou,2222,67,2020-02-10 14:53:00,2020-07-07 13:03:00
Pounamu,2020-07-07 10:48:00,Whenua Hou,2586,71,2019-06-19 15:30:00,2020-07-07 10:48:00
Gale,2020-07-05 14:45:00,Whenua Hou,2724,22,2020-03-17 15:51:00,2020-07-05 14:45:00
Egilsay,2020-07-05 14:27:00,Whenua Hou,2736,85,2018-10-05 11:10:00,2020-07-05 14:27:00
Hakatere,2020-07-05 12:40:00,Whenua Hou,2543,14,2019-07-12 22:10:00,2020-07-05 12:40:00
Galaxy,2020-07-04 15:37:00,Whenua Hou,2379,38,2020-03-06 13:09:00,2020-07-04 15:37:00
Solstice,2020-07-04 12:55:00,Whenua Hou,2537,6,2019-07-01 13:31:00,2020-07-04 12:55:00
Sue,2020-07-04 11:46:00,Whenua Hou,2599,95,2019-06-16 17:45:00,2020-07-04 11:46:00
Milford,2020-07-04 11:05:00,Whenua Hou,2201,11,2019-08-10 16:00:00,2020-07-04 11:05:00
Rata,2020-07-03 13:05:00,Whenua Hou,2593,83,2019-09-29 13:20:00,2020-07-03 13:05:00
Jean,2020-07-02 14:10:00,Whenua Hou,2590,80,2019-07-11 12:15:00,2020-07-02 14:10:00
Esperance,2020-07-02 12:01:00,Whenua Hou,2548,20,2019-06-22 16:30:00,2020-07-02 12:01:00
Queenie,2020-06-28 13:10:00,Whenua Hou,2538,8,2019-06-26 11:00:00,2020-06-28 13:10:00
Alice,2020-06-27 10:40:00,Whenua Hou,2549,21,2019-06-19 15:00:00,2020-06-27 10:40:00
Pura,2020-06-25 14:30:00,Whenua Hou,2550,23,2019-07-12 16:50:00,2020-06-25 14:30:00
Kewa,2020-06-23 14:34:00,Whenua Hou,2401,57,2020-05-19 11:45:00,2020-06-23 14:34:00
Mati-ma,2020-06-23 13:45:00,Whenua Hou,2371a,31,2020-03-07 14:21:00,2020-06-23 13:45:00
Matariki,2020-06-22 11:30:00,Whenua Hou,2570,50,2019-08-17 10:24:00,2020-06-22 11:30:00
Millie,2020-06-21 15:50:00,Whenua Hou,2597,91,2019-07-12 09:35:00,2020-06-21 15:50:00
Ihi,2020-06-20 13:00:00,Whenua Hou,2518,77,2019-07-13 10:15:00,2020-06-20 13:00:00
Moss,2020-06-20 11:00:00,Whenua Hou,2343,7,2019-12-02 16:26:00,2020-06-20 11:00:00
Xena,2020-06-18 08:40:00,Invercargill,2420,79,2020-02-12 10:00:00,2020-06-18 08:40:00
Chicory,2020-06-14 14:25:00,Anchor,2704,51,2019-11-03 14:55:00,2020-06-14 14:25:00
Verity,2020-06-14 11:10:00,Anchor,2591,81,2019-11-21 16:25:00,2020-06-14 11:10:00
Tuterangi,2020-06-14 10:30:00,Anchor,2732,46,2018-09-30 14:00:00,2020-06-14 10:30:00
Henry,2020-06-13 15:30:00,Anchor,2702,30,2018-08-31 10:50:00,2020-06-13 15:30:00
Ruggedy,2020-06-13 12:20:00,Anchor,2576,58,2018-09-30 15:05:00,2020-06-13 12:20:00
Acheron,2020-06-10 14:10:00,Anchor,2434,92,2020-01-29 10:00:00,2020-06-10 14:10:00
Major,2020-06-09 13:45:00,Anchor,2526,91,2019-09-15 13:35:00,2020-06-09 13:45:00
Clout,2020-06-08 14:30:00,Anchor,2592,82,2018-09-30 16:25:00,2020-06-08 14:30:00
Meri,2020-06-06 14:31:00,Anchor,2494,38,2019-10-11 14:50:00,2020-06-06 14:31:00
Mackenzie,2020-06-05 15:30:00,Anchor,2511,66,2019-08-04 13:15:00,2020-06-05 15:30:00
Marian,2020-06-05 14:15:00,Anchor,2706,16,2018-09-01 16:45:00,2020-06-05 14:15:00
Kokoto,2020-06-04 13:20:00,Anchor,2735,64,2018-09-30 16:10:00,2020-06-04 13:20:00
Gertrude,2020-06-04 11:25:00,Anchor,2701,6,2018-08-23 15:05:00,2020-06-04 11:25:00
Adelaide,2020-05-25 14:18:00,Anchor,2698,63,2018-08-24 16:00:00,2020-05-25 14:18:00
Mukeke,2020-05-25 11:25:00,Anchor,2707,94,2018-08-14 11:30:00,2020-05-25 11:25:00
Hera,2020-05-23 14:58:00,Anchor,2703,61,2018-08-28 11:40:00,2020-05-23 14:58:00
Dusky,2020-05-23 12:15:00,Anchor,2700,70,2018-08-26 15:10:00,2020-05-23 12:15:00
Aumaria,2020-05-23 10:40:00,Anchor,2699,45,2018-08-26 16:10:00,2020-05-23 10:40:00
Makorea,2020-05-22 15:30:00,Anchor,2705,37,2018-08-15 14:40:00,2020-05-22 15:30:00
Jamieson,2020-05-22 15:05:00,Te Kakahu,2443,60,2018-10-08 12:25:00,2020-05-22 15:05:00
Ninihi,2020-05-22 11:35:00,Anchor,2727,32,2018-09-30 17:25:00,2020-05-22 11:35:00
Mila,2020-05-21 13:10:00,Anchor,2516,74,2019-09-11 14:20:00,2020-05-21 13:10:00
Sirocco,2020-05-20 14:00:00,Petrel,2721,9,2018-09-21 11:25:00,2020-05-20 14:00:00
Kewa,2020-05-19 11:45:00,Whenua Hou,2581,66,2019-08-22 12:02:00,2020-05-19 11:45:00
Tukaha,2020-05-15 13:05:00,Whenua Hou,2650,34,2018-07-05 13:53:00,2020-05-15 13:05:00
Elsie,2020-05-13 11:40:00,Whenua Hou,2390,46,2019-10-12 12:55:00,2020-05-13 11:40:00
Rere,2020-05-09 14:45:00,Whenua Hou,2215,9,2019-09-30 14:06:00,2020-05-09 14:45:00
Titapu,2020-05-09 11:55:00,Whenua Hou,2648,74,2018-07-05 15:46:00,2020-05-09 11:55:00
Tautahi,2020-05-08 14:05:00,Whenua Hou,2441,52,2019-08-22 15:19:00,2020-05-08 14:05:00
Matakana,2020-05-05 13:12:00,Whenua Hou,2428,86,2019-10-05 17:00:00,2020-05-05 13:12:00
Rimu,2020-05-03 13:40:00,Whenua Hou,2640,72,2018-06-30 15:30:00,2020-05-03 13:40:00
Kuihi,2020-05-03 11:20:00,Whenua Hou,2423,82,2019-10-09 11:40:00,2020-05-03 11:20:00
Aria,2020-05-02 12:35:00,Whenua Hou,2355,17,2019-09-12 16:00:00,2020-05-02 12:35:00
Bunker,2020-05-01 15:20:00,Whenua Hou,2357,19,2019-09-21 13:40:00,2020-05-01 15:20:00
Whaea Jane,2020-05-01 13:45:00,Whenua Hou,2438,96,2019-09-29 15:25:00,2020-05-01 13:45:00
Tomua,2020-03-23 19:13:00,Whenua Hou,2372,32,2019-12-07 13:55:00,2020-03-23 19:13:00
Atatu,2020-03-22 16:35:00,Whenua Hou,2439,97,2019-09-21 11:05:00,2020-03-22 16:35:00
Gale,2020-03-17 15:51:00,Whenua Hou,2338A,4,2019-08-28 14:52:00,2020-03-17 15:51:00
Fergus,2020-03-17 12:55:00,Whenua Hou,2359,20,2019-09-07 13:07:00,2020-03-17 12:55:00
Margaret-maree,2020-03-16 15:02:00,Whenua Hou,2626,35,2020-02-10 22:26:00,2020-03-16 15:02:00
Marangai,2020-03-15 15:30:00,Whenua Hou,2442,56,2019-08-18 16:25:00,2020-03-15 15:30:00
Huarangi,2020-03-15 14:00:00,Whenua Hou,2427,85,2019-08-27 16:28:00,2020-03-15 14:00:00
Alison,2020-03-14 10:55:00,Whenua Hou,2397,54,2019-08-27 13:00:00,2020-03-14 10:55:00
Ranger,2020-03-13 15:08:00,Whenua Hou,2392,48,2019-11-10 11:00:00,2020-03-13 15:08:00
Bravo,2020-03-11 12:10:00,Whenua Hou,2337A,3,2019-08-09 17:50:00,2020-03-11 12:10:00
Mati-ma,2020-03-07 14:21:00,Whenua Hou,2461,31,2019-11-30 12:54:00,2020-03-07 14:21:00
Tutu,2020-03-07 10:40:00,Whenua Hou,2257,5,2019-08-15 14:58:00,2020-03-07 10:40:00
Galaxy,2020-03-06 13:09:00,Whenua Hou,2380,38,2019-10-05 16:30:00,2020-03-06 13:09:00
Huhu,2020-02-28 12:36:00,Whenua Hou,2961,10,2020-02-03 15:00:00,2020-02-28 12:36:00
Vori,2020-02-26 15:24:00,Whenua Hou,2354,16,2019-10-24 14:05:00,2020-02-26 15:24:00
Otepoti,2020-02-15 12:06:00,Whenua Hou,2436,93,2019-08-20 13:15:00,2020-02-15 12:06:00
Mahutonga,2020-02-13 15:00:00,Whenua Hou,2419,78,2019-10-05 16:00:00,2020-02-13 15:00:00
Xena,2020-02-12 10:00:00,Orokonui,0,0,2019-08-26 08:30:00,2020-02-12 10:00:00
Margaret-maree,2020-02-10 22:26:00,Whenua Hou,0,0,2019-05-21 11:00:00,2020-02-10 22:26:00
Motupohue,2020-02-10 14:53:00,Whenua Hou,2094,81,2019-09-29 12:20:00,2020-02-10 14:53:00
Manawanui,2020-02-07 15:00:00,Whenua Hou,2350,12,2019-09-23 17:50:00,2020-02-07 15:00:00
Kenneth,2020-02-07 14:50:00,Anchor,2356,18,2019-09-17 17:20:00,2020-02-07 14:50:00
Quill,2020-02-06 12:35:00,Anchor,2437,95,2019-08-10 15:51:00,2020-02-06 12:35:00
Koru,2020-02-04 11:00:00,North Island,2080,70,2019-08-26 17:00:00,2020-02-04 11:00:00
Huhu,2020-02-03 15:00:00,Whenua Hou,0,0,2019-12-01 12:45:00,2020-02-03 15:00:00
Tuarua,2020-02-03 11:00:00,Whenua Hou,2553,26,2019-10-28 13:00:00,2020-02-03 11:00:00
Waikawa,2020-02-01 12:25:00,Anchor,2684,19,2019-01-17 23:30:00,2020-02-01 12:25:00
Eva,2020-02-01 11:40:00,Whenua Hou,2391,47,2019-09-09 12:17:00,2020-02-01 11:40:00
Madison,2020-01-31 16:25:00,Anchor,2386,43,2019-08-06 13:45:00,2020-01-31 16:25:00
Basil,2020-01-31 14:05:00,Anchor,2214,39,2019-08-27 13:40:00,2020-01-31 14:05:00
Toiora,2020-01-31 12:00:00,North Island,0,0,,2020-01-31 12:00:00
Toitiiti,2020-01-29 10:20:00,Anchor,2218,14,2019-09-08 12:50:00,2020-01-29 10:20:00
Acheron,2020-01-29 10:00:00,Anchor,2430,88,2019-07-24 16:10:00,2020-01-29 10:00:00
Kanawera,2020-01-26 09:45:00,Te Kakahu,2444,62,2018-10-22 13:30:00,2020-01-26 09:45:00
Awhero,2020-01-25 17:10:00,Te Kakahu,2446,94,2018-08-22 13:57:00,2020-01-25 17:10:00
Elwin,2020-01-25 13:20:00,Te Kakahu,2726,29,2018-08-29 11:20:00,2020-01-25 13:20:00
Jack,2020-01-25 11:25:00,Te Kakahu,2720,7,2018-08-29 10:40:00,2020-01-25 11:25:00
Tau Kuhurangi,2020-01-25 10:10:00,Te Kakahu,2739,97,2018-10-05 13:00:00,2020-01-25 10:10:00
Hurihuri,2020-01-24 15:57:00,Te Kakahu,2730,41,2018-08-22 10:30:00,2020-01-24 15:57:00
Moorhouse,2020-01-24 10:35:00,Te Kakahu,2724,22,2018-10-12 14:23:00,2020-01-24 10:35:00
Paddy,2020-01-23 16:15:00,Te Kakahu,2725,26,2018-08-22 12:45:00,2020-01-23 16:15:00
Taeatanga,2020-01-23 15:52:00,Te Kakahu,2737,87,2018-10-06 11:56:00,2020-01-23 15:52:00
Palmersan,2020-01-23 14:28:00,Te Kakahu,2723,19,2018-08-22 10:30:00,2020-01-23 14:28:00
Maestro,2020-01-23 14:25:00,Te Kakahu,2729,39,2018-08-29 12:50:00,2020-01-23 14:25:00
Attenborough,2020-01-23 13:45:00,Te Kakahu,2734,56,2018-10-11 14:35:00,2020-01-23 13:45:00
Percy,2020-01-23 11:40:00,Te Kakahu,2531,2,2018-10-22 14:10:00,2020-01-23 11:40:00
Ruapuke,2020-01-23 10:47:00,Te Kakahu,2503,51,2018-10-04 17:50:00,2020-01-23 10:47:00
Hanariki,2020-01-16 12:00:00,Whenua Hou,2351,13,2019-08-17 19:30:00,2020-01-16 12:00:00
Hondy,2020-01-07 16:25:00,Whenua Hou,2058,53,2019-08-09 16:50:00,2020-01-07 16:25:00
Uri,2020-01-02 11:05:00,Whenua Hou,2445,76,2019-10-17 10:00:00,2020-01-02 11:05:00
Cyndy,2019-12-18 13:28:00,Whenua Hou,2610,75,2019-11-25 08:00:00,2019-12-18 13:28:00
Mahli,2019-12-16 13:42:00,Whenua Hou,2383,41,2019-04-24 19:50:00,2019-12-16 13:42:00
Waihopai,2019-12-09 13:30:00,Anchor,2675,47,2018-11-21 11:20:00,2019-12-09 13:30:00
Tomua,2019-12-07 13:55:00,Whenua Hou,2212,31,2019-09-29 08:30:00,2019-12-07 13:55:00
Moss,2019-12-02 16:26:00,Whenua Hou,2088,7,2019-07-11 15:15:00,2019-12-02 16:26:00
Awarua,2019-12-02 14:27:00,Whenua Hou,2078,30,2019-07-11 14:05:00,2019-12-02 14:27:00
Tamahou,2019-12-02 12:20:00,Anchor,2672,97,2018-11-15 14:20:00,2019-12-02 12:20:00
Huhu,2019-12-01 12:45:00,Whenua Hou,2417,75,2019-11-25 08:00:00,2019-12-01 12:45:00
Mati-ma,2019-11-30 12:54:00,Whenua Hou,0,0,2019-07-15 13:30:00,2019-11-30 12:54:00
Boss,2019-11-29 13:40:00,Whenua Hou,2609,79,2018-10-09 12:15:00,2019-11-29 13:40:00
Merv,2019-11-26 12:55:00,Whenua Hou,2627,25,2018-07-12 13:35:00,2019-11-26 12:55:00
Cyndy,2019-11-25 08:00:00,North Island,0,0,2019-05-30 18:00:00,2019-11-25 08:00:00
Huhu,2019-11-25 08:00:00,North Island,0,0,2019-05-10 09:15:00,2019-11-25 08:00:00
Verity,2019-11-21 16:25:00,Anchor,2425,83,2019-05-07 15:30:00,2019-11-21 16:25:00
Kotahitanga,2019-11-20 14:00:00,Anchor,2432,90,2019-11-20 14:00:00,2019-11-20 14:00:00
Kotahitanga,2019-11-20 14:00:00,Anchor,2432,90,2019-07-19 10:55:00,2019-11-20 14:00:00
Orion,2019-11-18 15:37:00,Whenua Hou,2082,36,2019-08-17 10:15:00,2019-11-18 15:37:00
Whetu,2019-11-16 16:20:00,Anchor,2410,67,2019-05-07 19:20:00,2019-11-16 16:20:00
Scotty,2019-11-11 15:37:00,Whenua Hou,2406,64,2019-05-07 19:00:00,2019-11-11 15:37:00
Lind,2019-11-10 14:45:00,Anchor,2336,10,2019-07-14 15:30:00,2019-11-10 14:45:00
Hokonui,2019-11-10 12:35:00,Anchor,2661,55,2018-11-13 14:15:00,2019-11-10 12:35:00
Ranger,2019-11-10 11:00:00,North Island,0,0,2019-09-22 12:10:00,2019-11-10 11:00:00
Tutanekai,2019-11-08 10:45:00,Anchor,2377,36,2019-04-21 16:45:00,2019-11-08 10:45:00
Sage,2019-11-06 16:10:00,Anchor,2361,22,2019-04-22 15:30:00,2019-11-06 16:10:00
Deans,2019-11-06 13:55:00,Anchor,2376,35,2019-04-21 12:13:00,2019-11-06 13:55:00
Sinbad,2019-11-04 12:00:00,Whenua Hou,2642,18,2018-07-05 13:10:00,2019-11-04 12:00:00
Chicory,2019-11-03 14:55:00,Anchor,2418,77,2019-07-23 12:40:00,2019-11-03 14:55:00
Potonga,2019-11-03 13:30:00,Anchor,2360,21,2019-04-21 12:45:00,2019-11-03 13:30:00
Horopito,2019-11-02 12:44:00,Anchor,2382,40,2019-04-21 11:31:00,2019-11-02 12:44:00
Manaaki,2019-10-29 13:20:00,Anchor,2340,5,2019-04-18 19:00:00,2019-10-29 13:20:00
Tuarua,2019-10-28 13:00:00,Whenua Hou,2371a,31,2019-09-12 18:00:00,2019-10-28 13:00:00
Aio,2019-10-25 14:00:00,Anchor,2384,42,2019-04-22 11:05:00,2019-10-25 14:00:00
Ralph,2019-10-24 15:35:00,Whenua Hou,2638,55,2018-07-08 10:00:00,2019-10-24 15:35:00
Wiremu,2019-10-24 15:00:00,Whenua Hou,2654,65,2018-07-20 10:10:00,2019-10-24 15:00:00
Vori,2019-10-24 14:05:00,Whenua Hou,2046,40,2019-09-12 15:30:00,2019-10-24 14:05:00
Kohengi,2019-10-23 17:04:00,Anchor,2362,23,2019-04-22 12:15:00,2019-10-23 17:04:00
Hau,2019-10-23 15:35:00,Anchor,2396,53,2019-04-22 11:30:00,2019-10-23 15:35:00
Horton,2019-10-18 14:15:00,Anchor,2662,57,2019-01-30 12:15:00,2019-10-18 14:15:00
Uri,2019-10-17 10:00:00,Whenua Hou,0,0,2019-10-05 13:45:00,2019-10-17 10:00:00
Rahotu,2019-10-13 18:13:00,Whenua Hou,2070,91,2019-10-05 18:00:00,2019-10-13 18:13:00
Porowhita,2019-10-12 13:55:00,Anchor,2414,71,2019-04-21 16:30:00,2019-10-12 13:55:00
Elsie,2019-10-12 12:55:00,Whenua Hou,2623,10,2019-09-29 01:55:00,2019-10-12 12:55:00
Meri,2019-10-11 14:50:00,Anchor,2373,33,2019-04-27 12:15:00,2019-10-11 14:50:00
Kuihi,2019-10-09 11:40:00,Whenua Hou,2540,10,2019-06-22 16:00:00,2019-10-09 11:40:00
Bonus,2019-10-09 10:50:00,Whenua Hou,2608,63,2018-07-12 14:30:00,2019-10-09 10:50:00
Big Nick,2019-10-06 13:35:00,Anchor,2353,15,2019-04-27 12:00:00,2019-10-06 13:35:00
Rahotu,2019-10-05 18:00:00,Whenua Hou,0,0,2019-09-21 09:00:00,2019-10-05 18:00:00
Matakana,2019-10-05 17:00:00,Whenua Hou,0,0,2019-09-23 09:25:00,2019-10-05 17:00:00
Galaxy,2019-10-05 16:30:00,Whenua Hou,0,0,2019-09-25 09:45:00,2019-10-05 16:30:00
Mahutonga,2019-10-05 16:00:00,Whenua Hou,0,0,2019-09-24 12:00:00,2019-10-05 16:00:00
Uri,2019-10-05 13:45:00,Whenua Hou,2445,76,2019-08-09 15:50:00,2019-10-05 13:45:00
Hikoi,2019-09-30 15:15:00,Whenua Hou,2612chick,46,2019-06-14 15:00:00,2019-09-30 15:15:00
Rere,2019-09-30 14:06:00,Whenua Hou,2633chick,95,2019-06-17 16:00:00,2019-09-30 14:06:00
Wolf,2019-09-30 11:25:00,Whenua Hou,2655,37,2018-10-03 12:55:00,2019-09-30 11:25:00
Whaea Jane,2019-09-29 15:25:00,Whenua Hou,2626chick,84,2019-06-25 14:40:00,2019-09-29 15:25:00
Rata,2019-09-29 13:20:00,Whenua Hou,2424,83,2019-05-07 19:00:00,2019-09-29 13:20:00
Motupohue,2019-09-29 12:20:00,Whenua Hou,2422,81,2019-05-09 20:35:00,2019-09-29 12:20:00
Blades,2019-09-29 11:00:00,Hauturu,2714,45,2018-09-28 14:55:00,2019-09-29 11:00:00
Tomua,2019-09-29 08:30:00,Whenua Hou,2609chick,32,2019-06-16 13:45:00,2019-09-29 08:30:00
Elsie,2019-09-29 01:55:00,Whenua Hou,2624chick,82,2019-06-17 14:30:00,2019-09-29 01:55:00
Kura,2019-09-28 13:13:00,Anchor,2704,51,2018-08-23 12:55:00,2019-09-28 13:13:00
Koraki,2019-09-28 12:00:00,Anchor,2348,11,2019-04-22 15:30:00,2019-09-28 12:00:00
Morehu,2019-09-27 13:58:00,Whenua Hou,2629,57,2018-06-30 13:10:00,2019-09-27 13:58:00
Tia,2019-09-27 10:35:00,Hauturu,2712,30,2018-09-26 10:50:00,2019-09-27 10:35:00
Joe,2019-09-27 10:20:00,Whenua Hou,2664,67,2019-08-07 12:00:00,2019-09-27 10:20:00
Wendy,2019-09-26 15:04:00,Hauturu,2717,70,2018-09-21 11:25:00,2019-09-26 15:04:00
Jester,2019-09-26 10:00:00,Hauturu,2708,5,2018-09-24 11:40:00,2019-09-26 10:00:00
Tiaka,2019-09-25 15:20:00,Hauturu,2716,60,2018-09-23 12:05:00,2019-09-25 15:20:00
Lisa,2019-09-25 13:00:00,Hauturu,2715,50,2018-09-25 10:20:00,2019-09-25 13:00:00
Hananui,2019-09-25 11:19:00,Hauturu,2713,40,2018-09-23 12:15:00,2019-09-25 11:19:00
Heather,2019-09-25 10:10:00,Hauturu,2710,20,2018-09-23 14:27:00,2019-09-25 10:10:00
Galaxy,2019-09-25 09:45:00,Whenua Hou,2380,38,2019-08-09 17:35:00,2019-09-25 09:45:00
Mahutonga,2019-09-24 12:00:00,Whenua Hou,2419,78,2019-08-12 18:35:00,2019-09-24 12:00:00
Manawanui,2019-09-23 17:50:00,Whenua Hou,2084,69,2019-08-20 16:45:00,2019-09-23 17:50:00
Flossie,2019-09-23 15:10:00,Hauturu,2709,10,2018-09-30 12:45:00,2019-09-23 15:10:00
Ox,2019-09-23 12:25:00,Hauturu,2719,95,2018-09-23 14:25:00,2019-09-23 12:25:00
Matakana,2019-09-23 09:25:00,Whenua Hou,2428,86,2019-08-12 18:15:00,2019-09-23 09:25:00
Felix,2019-09-22 13:00:00,Hauturu,2612,59,2018-10-06 09:35:00,2019-09-22 13:00:00
Doc,2019-09-22 12:35:00,Hauturu,2718,85,2018-09-28 12:55:00,2019-09-22 12:35:00
Elliott,2019-09-22 12:30:00,Anchor,2552,25,2018-10-30 11:30:00,2019-09-22 12:30:00
Ranger,2019-09-22 12:10:00,Whenua Hou,2392,48,2019-08-12 11:20:00,2019-09-22 12:10:00
Tiwai,2019-09-21 17:00:00,Hauturu,2711,25,2018-09-27 13:10:00,2019-09-21 17:00:00
Hillary,2019-09-21 16:29:00,Anchor,2660,27,2018-11-20 14:20:00,2019-09-21 16:29:00
Bunker,2019-09-21 13:40:00,Whenua Hou,2228,19,2019-08-27 12:20:00,2019-09-21 13:40:00
George,2019-09-21 13:20:00,Anchor,2659,85,2018-09-30 14:18:00,2019-09-21 13:20:00
Atatu,2019-09-21 11:05:00,Whenua Hou,2604chick,23,2019-06-18 08:30:00,2019-09-21 11:05:00
Rahotu,2019-09-21 09:00:00,North Island,2070,91,2019-08-12 18:45:00,2019-09-21 09:00:00
Kenneth,2019-09-17 17:20:00,Invercargill,0,0,,2019-09-17 17:20:00
Manu,2019-09-15 15:15:00,Anchor,2666,8,2018-08-10 16:00:00,2019-09-15 15:15:00
Major,2019-09-15 13:35:00,Anchor,2128,17,2019-04-25 10:55:00,2019-09-15 13:35:00
Rangi,2019-09-15 13:30:00,Whenua Hou,2639,17,2018-07-01 09:45:00,2019-09-15 13:30:00
Kohitatea,2019-09-15 12:55:00,Whenua Hou,2597chick,13,2019-06-17 14:00:00,2019-09-15 12:55:00
Komaru,2019-09-14 12:10:00,Whenua Hou,2622,68,2018-12-31 15:58:00,2019-09-14 12:10:00
Scratch,2019-09-13 14:55:00,Anchor,2670,17,2018-08-24 14:05:00,2019-09-13 14:55:00
Te Kingi,2019-09-13 11:30:00,Anchor,2673,41,2018-08-31 16:25:00,2019-09-13 11:30:00
Tuarua,2019-09-12 18:00:00,Whenua Hou,0,0,2019-05-10 09:15:00,2019-09-12 18:00:00
Aria,2019-09-12 16:00:00,Whenua Hou,0,0,,2019-09-12 16:00:00
Vori,2019-09-12 15:30:00,Whenua Hou,0,0,2019-05-10 07:40:00,2019-09-12 15:30:00
Mila,2019-09-11 14:20:00,Anchor,2689,74,2018-08-30 13:40:00,2019-09-11 14:20:00
Margaret-maree-2-B-19,2019-09-11 13:15:00,Whenua Hou,2439,97,2019-08-09 19:10:00,2019-09-11 13:15:00
JEM,2019-09-11 12:30:00,Anchor,2683,68,2018-09-30 14:48:00,2019-09-11 12:30:00
Ian,2019-09-09 16:35:00,Anchor,2663,29,2018-08-11 13:30:00,2019-09-09 16:35:00
Kumi,2019-09-09 14:45:00,Anchor,2665,81,2018-08-30 14:45:00,2019-09-09 14:45:00
Trevor,2019-09-09 14:40:00,Anchor,2674,92,2018-08-14 13:32:00,2019-09-09 14:40:00
Hauturu,2019-09-09 12:40:00,Anchor,2680,84,2018-08-30 17:03:00,2019-09-09 12:40:00
Eva,2019-09-09 12:17:00,Whenua Hou,2230,47,2019-08-11 14:30:00,2019-09-09 12:17:00
Stella,2019-09-09 11:55:00,Anchor,2692,24,2018-08-26 16:15:00,2019-09-09 11:55:00
Toitiiti,2019-09-08 12:50:00,Anchor,2322,14,2018-09-03 15:00:00,2019-09-08 12:50:00
Te Atapo,2019-09-07 14:20:00,Whenua Hou,2647,49,2018-07-07 14:47:00,2019-09-07 14:20:00
Fergus,2019-09-07 13:07:00,Whenua Hou,2611,20,2019-08-10 15:30:00,2019-09-07 13:07:00
Boomer,2019-09-06 15:33:00,Anchor,2678,60,2018-08-31 13:25:00,2019-09-06 15:33:00
Tiwhiri,2019-09-06 12:20:00,Anchor,2693,80,2018-08-28 12:20:00,2019-09-06 12:20:00
Yasmine,2019-09-06 11:34:00,Anchor,2697,69,2018-08-29 16:30:00,2019-09-06 11:34:00
Waa,2019-09-05 13:20:00,Anchor,2695,3,2018-09-01 13:34:00,2019-09-05 13:20:00
Kuia,2019-09-05 12:04:00,Anchor,2687,44,2018-08-26 11:30:00,2019-09-05 12:04:00
Konini,2019-09-03 14:10:00,Anchor,2686,54,2018-08-14 16:25:00,2019-09-03 14:10:00
Tutoko,2019-09-03 12:21:00,Whenua Hou,2652,73,2019-09-03 12:21:00,2019-09-03 12:21:00
Tutoko,2019-09-03 12:21:00,Whenua Hou,2652,73,2019-01-14 11:40:00,2019-09-03 12:21:00
Nog,2019-09-02 14:35:00,Whenua Hou,2631,78,2018-07-08 10:15:00,2019-09-02 14:35:00
Guapo,2019-09-02 14:17:00,Whenua Hou,2613,15,2018-12-31 14:24:00,2019-09-02 14:17:00
Hinemoa,2019-09-02 12:25:00,Anchor,2682,20,2018-09-04 12:21:00,2019-09-02 12:25:00
Juanma,2019-09-01 11:17:00,Whenua Hou,0,0,2019-09-01 11:17:00,2019-09-01 11:17:00
Juanma,2019-09-01 11:17:00,Whenua Hou,2621,45,2018-07-04 16:48:00,2019-09-01 11:17:00
Roha,2019-08-31 16:15:00,Anchor,2691,93,2018-08-28 14:06:00,2019-08-31 16:15:00
Takitimu,2019-08-29 15:25:00,Anchor,2671,59,2018-08-23 14:55:00,2019-08-29 15:25:00
Gale,2019-08-28 14:52:00,Whenua Hou,2600chick,17,2019-06-25 13:30:00,2019-08-28 14:52:00
Huarangi,2019-08-27 16:28:00,Whenua Hou,2627chick,85,2019-06-19 15:00:00,2019-08-27 16:28:00
Evohe,2019-08-27 16:15:00,Anchor,2679,18,2018-08-22 12:50:00,2019-08-27 16:15:00
Basil,2019-08-27 13:40:00,Anchor,2658,39,2018-08-18 11:40:00,2019-08-27 13:40:00
Alison,2019-08-27 13:00:00,Whenua Hou,2046,40,2019-08-17 10:55:00,2019-08-27 13:00:00
Bunker,2019-08-27 12:20:00,Whenua Hou,0,0,,2019-08-27 12:20:00
Whakakini,2019-08-26 17:10:00,Whenua Hou,2390,46,2019-04-16 19:40:00,2019-08-26 17:10:00
Koru,2019-08-26 17:00:00,Whenua Hou,2092,42,2019-04-22 23:00:00,2019-08-26 17:00:00
Xena,2019-08-26 08:30:00,South,2620chick,75,2019-06-18 12:15:00,2019-08-26 08:30:00
Jemma,2019-08-25 13:53:00,Anchor,2685,31,2018-08-23 12:40:00,2019-08-25 13:53:00
Tautahi,2019-08-22 15:19:00,Whenua Hou,2594chick,4,2019-06-16 16:30:00,2019-08-22 15:19:00
Bluster-Murphy,2019-08-22 14:18:00,Whenua Hou,2607,43,2018-07-08 13:00:00,2019-08-22 14:18:00
Kewa,2019-08-22 12:02:00,Whenua Hou,2605chick,25,2019-06-16 14:35:00,2019-08-22 12:02:00
Manawanui,2019-08-20 16:45:00,Invercargill,0,0,,2019-08-20 16:45:00
Otepoti,2019-08-20 13:15:00,Whenua Hou,2630chick,93,2019-06-14 15:30:00,2019-08-20 13:15:00
Marama,2019-08-19 14:50:00,Anchor,0,0,2019-08-19 12:00:00,2019-08-19 14:50:00
Marama,2019-08-19 12:00:00,Anchor,2688,79,2018-08-15 11:15:00,2019-08-19 12:00:00
Marangai,2019-08-18 16:25:00,Whenua Hou,2614chick,54,2019-06-22 14:15:00,2019-08-18 16:25:00
